,state,vmt_arterial_rural,date,vmt_arterial_urban,vmt_all
6759,Ohio,1857,2013-05-01 00:00:00,4828,10043
6760,South Dakota,415,2013-05-01 00:00:00,189,815
6761,Wisconsin,1822,2013-05-01 00:00:00,2045,5082
6762,Alabama,1559,2013-05-01 00:00:00,1928,5849
6763,Arkansas,1033,2013-05-01 00:00:00,1038,2883
6764,Kentucky,1654,2013-05-01 00:00:00,1440,4464
6765,Louisiana,1125,2013-05-01 00:00:00,1795,4021
6766,Mississippi,1116,2013-05-01 00:00:00,967,3441
6767,Oklahoma,1171,2013-05-01 00:00:00,1638,4321
6768,Tennessee,1638,2013-05-01 00:00:00,2833,6072
6769,Texas,4303,2013-05-01 00:00:00,12627,21682
6770,Alaska,127,2013-05-01 00:00:00,186,452
6771,Arizona,1032,2013-05-01 00:00:00,3244,5565
6772,California,3806,2013-05-01 00:00:00,19360,27426
6773,Colorado,922,2013-05-01 00:00:00,2306,4125
6774,Hawaii,92,2013-05-01 00:00:00,294,647
6775,Idaho,475,2013-05-01 00:00:00,458,1444
6776,Montana,522,2013-05-01 00:00:00,166,1028
6777,Nevada,364,2013-05-01 00:00:00,1185,2265
6778,New Mexico,753,2013-05-01 00:00:00,715,2264
6779,Oregon,933,2013-05-01 00:00:00,1257,2977
6780,Utah,514,2013-05-01 00:00:00,1137,2304
6781,Washington,969,2013-05-01 00:00:00,3035,5205
6782,Wyoming,415,2013-05-01 00:00:00,154,815
6783,Connecticut,185,2013-06-01 00:00:00,1915,2708
6784,Maine,522,2013-06-01 00:00:00,227,1268
6785,Massachusetts,230,2013-06-01 00:00:00,3441,4691
6786,New Hampshire,324,2013-06-01 00:00:00,494,1141
6787,New Jersey,334,2013-06-01 00:00:00,4528,6362
6788,New York,1311,2013-06-01 00:00:00,6296,10862
6789,Pennsylvania,2039,2013-06-01 00:00:00,4132,8468
6790,Rhode Island,55,2013-06-01 00:00:00,530,696
6791,Vermont,247,2013-06-01 00:00:00,101,599
6792,Delaware,245,2013-06-01 00:00:00,407,915
6793,District of Columbia,0,2013-06-01 00:00:00,213,301
6794,Florida,1963,2013-06-01 00:00:00,8590,16031
6795,Georgia,1764,2013-06-01 00:00:00,4170,9077
6796,Maryland,836,2013-06-01 00:00:00,3188,5053
6797,North Carolina,1681,2013-06-01 00:00:00,4044,8913
6798,South Carolina,1440,2013-06-01 00:00:00,1722,4281
6799,Virginia,1849,2013-06-01 00:00:00,3546,6960
6800,West Virginia,510,2013-06-01 00:00:00,553,1469
6801,Illinois,1761,2013-06-01 00:00:00,5744,10101
6802,Indiana,1351,2013-06-01 00:00:00,2575,6574
6803,Iowa,1209,2013-06-01 00:00:00,786,2823
6804,Kansas,888,2013-06-01 00:00:00,971,2614
6805,Michigan,1659,2013-06-01 00:00:00,4278,8376
6806,Minnesota,1474,2013-06-01 00:00:00,2193,5104
6807,Missouri,1580,2013-06-01 00:00:00,2461,5908
6808,Nebraska,761,2013-06-01 00:00:00,541,1722
6809,North Dakota,435,2013-06-01 00:00:00,147,845
6810,Ohio,1797,2013-06-01 00:00:00,4474,9758
6811,South Dakota,466,2013-06-01 00:00:00,174,842
6812,Wisconsin,1707,2013-06-01 00:00:00,1978,4908
6813,Alabama,1558,2013-06-01 00:00:00,1930,5783
6814,Arkansas,1093,2013-06-01 00:00:00,988,2947
6815,Kentucky,1641,2013-06-01 00:00:00,1418,4290
6816,Louisiana,1119,2013-06-01 00:00:00,1890,4160
6817,Mississippi,1099,2013-06-01 00:00:00,972,3445
6818,Oklahoma,1176,2013-06-01 00:00:00,1551,4107
6819,Tennessee,1745,2013-06-01 00:00:00,2772,6186
6820,Texas,4368,2013-06-01 00:00:00,11658,20483
6821,Alaska,137,2013-06-01 00:00:00,166,430
6822,Arizona,1094,2013-06-01 00:00:00,3022,5424
6823,California,3569,2013-06-01 00:00:00,20847,28893
6824,Colorado,974,2013-06-01 00:00:00,2029,3844
6825,Hawaii,107,2013-06-01 00:00:00,398,832
6826,Idaho,501,2013-06-01 00:00:00,451,1457
6827,Montana,603,2013-06-01 00:00:00,200,1185
6828,Nevada,377,2013-06-01 00:00:00,949,1958
6829,New Mexico,745,2013-06-01 00:00:00,628,2046
6830,Oregon,986,2013-06-01 00:00:00,1217,2996
6831,Utah,533,2013-06-01 00:00:00,1050,2238
6832,Washington,992,2013-06-01 00:00:00,2991,5215
6833,Wyoming,447,2013-06-01 00:00:00,134,845
6834,Connecticut,194,2013-07-01 00:00:00,1998,2822
6835,Maine,575,2013-07-01 00:00:00,244,1343
6836,Massachusetts,269,2013-07-01 00:00:00,3671,5013
6837,New Hampshire,358,2013-07-01 00:00:00,499,1200
6838,New Jersey,369,2013-07-01 00:00:00,4351,6263
6839,New York,1487,2013-07-01 00:00:00,6150,11197
6840,Pennsylvania,2223,2013-07-01 00:00:00,4379,9058
6841,Rhode Island,66,2013-07-01 00:00:00,579,785
6842,Vermont,293,2013-07-01 00:00:00,113,719
6843,Delaware,268,2013-07-01 00:00:00,422,972
6844,District of Columbia,0,2013-07-01 00:00:00,163,230
6845,Florida,1950,2013-07-01 00:00:00,8666,15894
6846,Georgia,2070,2013-07-01 00:00:00,4000,9487
6847,Maryland,878,2013-07-01 00:00:00,3139,4989
6848,North Carolina,1743,2013-07-01 00:00:00,4203,9260
6849,South Carolina,1551,2013-07-01 00:00:00,1699,4407
6850,Virginia,1954,2013-07-01 00:00:00,3640,7177
6851,West Virginia,607,2013-07-01 00:00:00,633,1688
6852,Illinois,1657,2013-07-01 00:00:00,4841,8984
6853,Indiana,1521,2013-07-01 00:00:00,2451,6898
6854,Iowa,1272,2013-07-01 00:00:00,798,2871
6855,Kansas,894,2013-07-01 00:00:00,990,2683
6856,Michigan,1809,2013-07-01 00:00:00,4547,8447
6857,Minnesota,1538,2013-07-01 00:00:00,2237,5096
6858,Missouri,1870,2013-07-01 00:00:00,2497,6290
6859,Nebraska,808,2013-07-01 00:00:00,550,1785
6860,North Dakota,504,2013-07-01 00:00:00,158,943
6861,Ohio,1869,2013-07-01 00:00:00,4593,10201
6862,South Dakota,489,2013-07-01 00:00:00,175,928
6863,Wisconsin,1844,2013-07-01 00:00:00,2131,5225
6864,Alabama,1573,2013-07-01 00:00:00,1829,5634
6865,Arkansas,1143,2013-07-01 00:00:00,1068,3086
6866,Kentucky,1364,2013-07-01 00:00:00,1253,3681
6867,Louisiana,1145,2013-07-01 00:00:00,1849,4140
6868,Mississippi,1185,2013-07-01 00:00:00,968,3576
6869,Oklahoma,1246,2013-07-01 00:00:00,1693,4365
6870,Tennessee,1799,2013-07-01 00:00:00,2893,6436
6871,Texas,4538,2013-07-01 00:00:00,12077,21166
6872,Alaska,153,2013-07-01 00:00:00,172,458
6873,Arizona,1065,2013-07-01 00:00:00,2684,4909
6874,California,4088,2013-07-01 00:00:00,20067,28716
6875,Colorado,1008,2013-07-01 00:00:00,2096,3982
6876,Hawaii,114,2013-07-01 00:00:00,409,895
6877,Idaho,561,2013-07-01 00:00:00,473,1581
6878,Montana,710,2013-07-01 00:00:00,246,1435
6879,Nevada,401,2013-07-01 00:00:00,1016,2079
6880,New Mexico,818,2013-07-01 00:00:00,711,2328
6881,Oregon,1083,2013-07-01 00:00:00,1297,3281
6882,Utah,572,2013-07-01 00:00:00,1155,2396
6883,Washington,1057,2013-07-01 00:00:00,3177,5659
6884,Wyoming,499,2013-07-01 00:00:00,146,948
6885,Connecticut,188,2013-08-01 00:00:00,2018,2852
6886,Maine,565,2013-08-01 00:00:00,234,1309
6887,Massachusetts,221,2013-08-01 00:00:00,3637,4849
6888,New Hampshire,371,2013-08-01 00:00:00,519,1239
6889,New Jersey,383,2013-08-01 00:00:00,4430,6339
6890,New York,1514,2013-08-01 00:00:00,6359,11700
6891,Pennsylvania,2292,2013-08-01 00:00:00,4477,9319
6892,Rhode Island,73,2013-08-01 00:00:00,636,848
6893,Vermont,295,2013-08-01 00:00:00,114,712
6894,Delaware,157,2013-08-01 00:00:00,458,880
6895,District of Columbia,0,2013-08-01 00:00:00,229,325
6896,Florida,2017,2013-08-01 00:00:00,9029,16475
6897,Georgia,1823,2013-08-01 00:00:00,4406,9193
6898,Maryland,900,2013-08-01 00:00:00,3327,5369
6899,North Carolina,1717,2013-08-01 00:00:00,4091,8996
6900,South Carolina,1509,2013-08-01 00:00:00,1719,4356
6901,Virginia,1935,2013-08-01 00:00:00,3676,7244
6902,West Virginia,609,2013-08-01 00:00:00,572,1658
6903,Illinois,1589,2013-08-01 00:00:00,5059,9386
6904,Indiana,1316,2013-08-01 00:00:00,2465,6552
6905,Iowa,1266,2013-08-01 00:00:00,830,2830
6906,Kansas,904,2013-08-01 00:00:00,1017,2734
6907,Michigan,1862,2013-08-01 00:00:00,4589,8529
6908,Minnesota,1598,2013-08-01 00:00:00,2234,5281
6909,Missouri,1856,2013-08-01 00:00:00,2567,6420
6910,Nebraska,787,2013-08-01 00:00:00,543,1772
6911,North Dakota,467,2013-08-01 00:00:00,143,888
6912,Ohio,1930,2013-08-01 00:00:00,4756,9897
6913,South Dakota,492,2013-08-01 00:00:00,190,913
6914,Wisconsin,1850,2013-08-01 00:00:00,2177,5241
6915,Alabama,1558,2013-08-01 00:00:00,1964,5983
6916,Arkansas,1118,2013-08-01 00:00:00,1048,2997
6917,Kentucky,1511,2013-08-01 00:00:00,1548,4331
6918,Louisiana,1282,2013-08-01 00:00:00,1988,4526
6919,Mississippi,1153,2013-08-01 00:00:00,963,3413
6920,Oklahoma,1411,2013-08-01 00:00:00,1791,4677
6921,Tennessee,1752,2013-08-01 00:00:00,2766,6200
6922,Texas,4610,2013-08-01 00:00:00,12475,21803
6923,Alaska,141,2013-08-01 00:00:00,169,446
6924,Arizona,971,2013-08-01 00:00:00,2393,4442
6925,California,3955,2013-08-01 00:00:00,20480,28958
6926,Colorado,1009,2013-08-01 00:00:00,2538,4513
6927,Hawaii,117,2013-08-01 00:00:00,397,859
6928,Idaho,562,2013-08-01 00:00:00,484,1601
6929,Montana,709,2013-08-01 00:00:00,239,1415
6930,Nevada,382,2013-08-01 00:00:00,1043,2090
6931,New Mexico,842,2013-08-01 00:00:00,645,2185
6932,Oregon,1110,2013-08-01 00:00:00,1333,3355
6933,Utah,574,2013-08-01 00:00:00,1261,2576
6934,Washington,1111,2013-08-01 00:00:00,3139,5587
6935,Wyoming,493,2013-08-01 00:00:00,155,936
6936,Connecticut,174,2013-09-01 00:00:00,1875,2629
6937,Maine,495,2013-09-01 00:00:00,210,1166
6938,Massachusetts,208,2013-09-01 00:00:00,3275,4415
6939,New Hampshire,300,2013-09-01 00:00:00,448,1047
6940,New Jersey,419,2013-09-01 00:00:00,4560,6562
6941,New York,1184,2013-09-01 00:00:00,5993,10549
6942,Pennsylvania,1984,2013-09-01 00:00:00,4223,8417
6943,Rhode Island,85,2013-09-01 00:00:00,712,973
6944,Vermont,245,2013-09-01 00:00:00,103,610
6945,Delaware,155,2013-09-01 00:00:00,435,834
6946,District of Columbia,0,2013-09-01 00:00:00,201,292
6947,Florida,1800,2013-09-01 00:00:00,8340,15152
6948,Georgia,1650,2013-09-01 00:00:00,3928,8494
6949,Maryland,803,2013-09-01 00:00:00,2675,4444
6950,North Carolina,1524,2013-09-01 00:00:00,3674,8699
6951,South Carolina,1332,2013-09-01 00:00:00,1653,4066
6952,Virginia,1685,2013-09-01 00:00:00,3364,6658
6953,West Virginia,558,2013-09-01 00:00:00,517,1478
6954,Illinois,1379,2013-09-01 00:00:00,4943,8597
6955,Indiana,1270,2013-09-01 00:00:00,2362,6205
6956,Iowa,1147,2013-09-01 00:00:00,791,2692
6957,Kansas,883,2013-09-01 00:00:00,958,2479
6958,Michigan,1597,2013-09-01 00:00:00,4361,7815
6959,Minnesota,1452,2013-09-01 00:00:00,2021,4841
6960,Missouri,1685,2013-09-01 00:00:00,2537,6196
6961,Nebraska,743,2013-09-01 00:00:00,508,1642
6962,North Dakota,401,2013-09-01 00:00:00,137,763
6963,Ohio,1756,2013-09-01 00:00:00,4401,9240
6964,South Dakota,430,2013-09-01 00:00:00,172,785
6965,Wisconsin,1654,2013-09-01 00:00:00,1961,4617
6966,Alabama,1315,2013-09-01 00:00:00,1804,5157
6967,Arkansas,880,2013-09-01 00:00:00,909,2492
6968,Kentucky,1406,2013-09-01 00:00:00,1383,4008
6969,Louisiana,817,2013-09-01 00:00:00,1892,3765
6970,Mississippi,1043,2013-09-01 00:00:00,853,3021
6971,Oklahoma,1171,2013-09-01 00:00:00,1704,4153
6972,Tennessee,1601,2013-09-01 00:00:00,2681,5873
6973,Texas,4102,2013-09-01 00:00:00,11867,20352
6974,Alaska,114,2013-09-01 00:00:00,155,384
6975,Arizona,928,2013-09-01 00:00:00,2474,4408
6976,California,3220,2013-09-01 00:00:00,16502,23324
6977,Colorado,931,2013-09-01 00:00:00,2232,3988
6978,Hawaii,112,2013-09-01 00:00:00,521,1053
6979,Idaho,474,2013-09-01 00:00:00,439,1403
6980,Montana,557,2013-09-01 00:00:00,176,1081
6981,Nevada,330,2013-09-01 00:00:00,1006,1961
6982,New Mexico,767,2013-09-01 00:00:00,630,1969
6983,Oregon,958,2013-09-01 00:00:00,1193,2893
6984,Utah,500,2013-09-01 00:00:00,1075,2197
6985,Washington,950,2013-09-01 00:00:00,2842,4991
6986,Wyoming,447,2013-09-01 00:00:00,141,829
6987,Connecticut,178,2013-10-01 00:00:00,2026,2836
6988,Maine,507,2013-10-01 00:00:00,231,1217
6989,Massachusetts,230,2013-10-01 00:00:00,3565,4816
6990,New Hampshire,307,2013-10-01 00:00:00,497,1112
6991,New Jersey,347,2013-10-01 00:00:00,4626,6465
6992,New York,1223,2013-10-01 00:00:00,6206,10645
6993,Pennsylvania,2093,2013-10-01 00:00:00,4303,8795
6994,Rhode Island,58,2013-10-01 00:00:00,425,579
6995,Vermont,251,2013-10-01 00:00:00,107,614
6996,Delaware,137,2013-10-01 00:00:00,394,764
6997,District of Columbia,0,2013-10-01 00:00:00,226,319
6998,Florida,1984,2013-10-01 00:00:00,9107,16708
6999,Georgia,1931,2013-10-01 00:00:00,4335,9695
7000,Maryland,786,2013-10-01 00:00:00,3230,5026
7001,North Carolina,1678,2013-10-01 00:00:00,3950,9318
7002,South Carolina,1348,2013-10-01 00:00:00,1703,4156
7003,Virginia,1793,2013-10-01 00:00:00,3555,6875
7004,West Virginia,586,2013-10-01 00:00:00,652,1729
7005,Illinois,1494,2013-10-01 00:00:00,5520,9785
7006,Indiana,1336,2013-10-01 00:00:00,2741,7087
7007,Iowa,1164,2013-10-01 00:00:00,829,2836
7008,Kansas,867,2013-10-01 00:00:00,1010,2572
7009,Michigan,1620,2013-10-01 00:00:00,4731,8319
7010,Minnesota,1587,2013-10-01 00:00:00,2192,5094
7011,Missouri,1426,2013-10-01 00:00:00,2388,5641
7012,Nebraska,769,2013-10-01 00:00:00,565,1737
7013,North Dakota,445,2013-10-01 00:00:00,179,887
7014,Ohio,1842,2013-10-01 00:00:00,4678,9774
7015,South Dakota,395,2013-10-01 00:00:00,176,734
7016,Wisconsin,1780,2013-10-01 00:00:00,1842,4655
7017,Alabama,1369,2013-10-01 00:00:00,1922,5334
7018,Arkansas,973,2013-10-01 00:00:00,985,2757
7019,Kentucky,1563,2013-10-01 00:00:00,1489,4338
7020,Louisiana,883,2013-10-01 00:00:00,1939,3891
7021,Mississippi,1052,2013-10-01 00:00:00,970,3235
7022,Oklahoma,1144,2013-10-01 00:00:00,1725,4193
7023,Tennessee,1695,2013-10-01 00:00:00,2697,5995
7024,Texas,4363,2013-10-01 00:00:00,12503,21421
7025,Alaska,113,2013-10-01 00:00:00,166,407
7026,Arizona,1154,2013-10-01 00:00:00,2608,4894
7027,California,3966,2013-10-01 00:00:00,20324,28772
7028,Colorado,971,2013-10-01 00:00:00,2317,4168
7029,Hawaii,140,2013-10-01 00:00:00,552,1170
7030,Idaho,471,2013-10-01 00:00:00,451,1422
7031,Montana,511,2013-10-01 00:00:00,161,998
7032,Nevada,321,2013-10-01 00:00:00,1118,2104
7033,New Mexico,838,2013-10-01 00:00:00,672,2245
7034,Oregon,926,2013-10-01 00:00:00,1259,2902
7035,Utah,475,2013-10-01 00:00:00,1160,2283
7036,Washington,893,2013-10-01 00:00:00,2668,4600
7037,Wyoming,407,2013-10-01 00:00:00,143,802
7038,Connecticut,158,2013-11-01 00:00:00,1863,2599
7039,Maine,456,2013-11-01 00:00:00,208,1105
7040,Massachusetts,194,2013-11-01 00:00:00,3382,4522
7041,New Hampshire,352,2013-11-01 00:00:00,329,974
7042,New Jersey,310,2013-11-01 00:00:00,4618,6408
7043,New York,1061,2013-11-01 00:00:00,5354,9593
7044,Pennsylvania,1881,2013-11-01 00:00:00,3836,7826
7045,Rhode Island,51,2013-11-01 00:00:00,425,570
7046,Vermont,217,2013-11-01 00:00:00,96,500
7047,Delaware,112,2013-11-01 00:00:00,345,662
7048,District of Columbia,0,2013-11-01 00:00:00,204,290
7049,Florida,1915,2013-11-01 00:00:00,8426,15670
7050,Georgia,1801,2013-11-01 00:00:00,3720,8399
7051,Maryland,742,2013-11-01 00:00:00,2918,4594
7052,North Carolina,1529,2013-11-01 00:00:00,3695,8353
7053,South Carolina,1265,2013-11-01 00:00:00,1560,3882
7054,Virginia,1723,2013-11-01 00:00:00,3313,6536
7055,West Virginia,611,2013-11-01 00:00:00,706,1829
7056,Illinois,1190,2013-11-01 00:00:00,4626,7900
7057,Indiana,1198,2013-11-01 00:00:00,2365,6033
7058,Iowa,1051,2013-11-01 00:00:00,708,2456
7059,Kansas,799,2013-11-01 00:00:00,1032,2468
7060,Michigan,1451,2013-11-01 00:00:00,4218,7351
7061,Minnesota,1392,2013-11-01 00:00:00,2039,4879
7062,Missouri,1470,2013-11-01 00:00:00,2270,5491
7063,Nebraska,719,2013-11-01 00:00:00,526,1599
7064,North Dakota,372,2013-11-01 00:00:00,145,735
7065,Ohio,1651,2013-11-01 00:00:00,4455,9313
7066,South Dakota,362,2013-11-01 00:00:00,165,678
7067,Wisconsin,1622,2013-11-01 00:00:00,1692,4270
7068,Alabama,1218,2013-11-01 00:00:00,1747,4934
7069,Arkansas,873,2013-11-01 00:00:00,854,2406
7070,Kentucky,1429,2013-11-01 00:00:00,1366,3981
7071,Louisiana,839,2013-11-01 00:00:00,1551,3346
7072,Mississippi,1033,2013-11-01 00:00:00,882,3075
7073,Oklahoma,1107,2013-11-01 00:00:00,1614,4012
7074,Tennessee,1372,2013-11-01 00:00:00,2780,5613
7075,Texas,4160,2013-11-01 00:00:00,11715,20083
7076,Alaska,84,2013-11-01 00:00:00,131,323
7077,Arizona,1023,2013-11-01 00:00:00,2531,4621
7078,California,3699,2013-11-01 00:00:00,20794,28996
7079,Colorado,914,2013-11-01 00:00:00,1967,3622
7080,Hawaii,86,2013-11-01 00:00:00,419,834
7081,Idaho,414,2013-11-01 00:00:00,416,1275
7082,Montana,490,2013-11-01 00:00:00,144,938
7083,Nevada,295,2013-11-01 00:00:00,1056,1994
7084,New Mexico,691,2013-11-01 00:00:00,581,1892
7085,Oregon,813,2013-11-01 00:00:00,1148,2577
7086,Utah,431,2013-11-01 00:00:00,1059,2102
7087,Washington,837,2013-11-01 00:00:00,2508,4393
7088,Wyoming,376,2013-11-01 00:00:00,123,721
7089,Connecticut,155,2013-12-01 00:00:00,1822,2540
7090,Maine,427,2013-12-01 00:00:00,201,1063
7091,Massachusetts,214,2013-12-01 00:00:00,3306,4501
7092,New Hampshire,259,2013-12-01 00:00:00,466,1014
7093,New Jersey,314,2013-12-01 00:00:00,4293,6022
7094,New York,1173,2013-12-01 00:00:00,5872,10183
7095,Pennsylvania,1836,2013-12-01 00:00:00,3871,8863
7096,Rhode Island,47,2013-12-01 00:00:00,452,596
7097,Vermont,217,2013-12-01 00:00:00,95,526
7098,Delaware,105,2013-12-01 00:00:00,357,656
7099,District of Columbia,0,2013-12-01 00:00:00,206,296
7100,Florida,1950,2013-12-01 00:00:00,8565,15930
7101,Georgia,1870,2013-12-01 00:00:00,4168,8945
7102,Maryland,694,2013-12-01 00:00:00,2748,4314
7103,North Carolina,1618,2013-12-01 00:00:00,3562,8415
7104,South Carolina,1294,2013-12-01 00:00:00,1609,3940
7105,Virginia,1664,2013-12-01 00:00:00,3311,6375
7106,West Virginia,520,2013-12-01 00:00:00,572,1483
7107,Illinois,1286,2013-12-01 00:00:00,4642,7857
7108,Indiana,1146,2013-12-01 00:00:00,2617,6180
7109,Iowa,1019,2013-12-01 00:00:00,715,2351
7110,Kansas,816,2013-12-01 00:00:00,1065,2545
7111,Michigan,1453,2013-12-01 00:00:00,4404,7677
7112,Minnesota,1257,2013-12-01 00:00:00,1933,4386
7113,Missouri,1302,2013-12-01 00:00:00,2411,5442
7114,Nebraska,672,2013-12-01 00:00:00,516,1528
7115,North Dakota,369,2013-12-01 00:00:00,147,728
7116,Ohio,1671,2013-12-01 00:00:00,4362,9137
7117,South Dakota,358,2013-12-01 00:00:00,173,683
7118,Wisconsin,1499,2013-12-01 00:00:00,1669,4033
7119,Alabama,1261,2013-12-01 00:00:00,1890,5218
7120,Arkansas,951,2013-12-01 00:00:00,976,2673
7121,Kentucky,1367,2013-12-01 00:00:00,1361,3811
7122,Louisiana,873,2013-12-01 00:00:00,1747,3649
7123,Mississippi,948,2013-12-01 00:00:00,848,2800
7124,Oklahoma,903,2013-12-01 00:00:00,1530,3501
7125,Tennessee,1465,2013-12-01 00:00:00,2821,5779
7126,Texas,3999,2013-12-01 00:00:00,10954,18747
7127,Alaska,82,2013-12-01 00:00:00,137,324
7128,Arizona,1077,2013-12-01 00:00:00,2969,5296
7129,California,4149,2013-12-01 00:00:00,20328,29104
7130,Colorado,842,2013-12-01 00:00:00,2302,3984
7131,Hawaii,87,2013-12-01 00:00:00,415,820
7132,Idaho,378,2013-12-01 00:00:00,405,1191
7133,Montana,445,2013-12-01 00:00:00,131,865
7134,Nevada,319,2013-12-01 00:00:00,1098,2076
7135,New Mexico,726,2013-12-01 00:00:00,689,2065
7136,Oregon,773,2013-12-01 00:00:00,1185,2565
7137,Utah,419,2013-12-01 00:00:00,1016,2015
7138,Washington,771,2013-12-01 00:00:00,2459,4309
7139,Wyoming,333,2013-12-01 00:00:00,124,713
7140,Connecticut,142,2014-01-01 00:00:00,1670,2328
7141,Maine,420,2014-01-01 00:00:00,205,1054
7142,Massachusetts,181,2014-01-01 00:00:00,3292,4410
7143,New Hampshire,245,2014-01-01 00:00:00,438,946
7144,New Jersey,268,2014-01-01 00:00:00,3445,4871
7145,New York,955,2014-01-01 00:00:00,5335,9226
7146,Pennsylvania,1505,2014-01-01 00:00:00,3482,6612
7147,Rhode Island,27,2014-01-01 00:00:00,328,413
7148,Vermont,220,2014-01-01 00:00:00,100,634
7149,Delaware,97,2014-01-01 00:00:00,320,607
7150,District of Columbia,0,2014-01-01 00:00:00,211,297
7151,Florida,1962,2014-01-01 00:00:00,8794,16420
7152,Georgia,1792,2014-01-01 00:00:00,3806,8419
7153,Maryland,590,2014-01-01 00:00:00,2664,4050
7154,North Carolina,1433,2014-01-01 00:00:00,3477,7861
7155,South Carolina,1194,2014-01-01 00:00:00,1581,3779
7156,Virginia,1461,2014-01-01 00:00:00,3068,5928
7157,West Virginia,418,2014-01-01 00:00:00,492,1246
7158,Illinois,1142,2014-01-01 00:00:00,4345,7393
7159,Indiana,1220,2014-01-01 00:00:00,2459,5986
7160,Iowa,918,2014-01-01 00:00:00,689,2159
7161,Kansas,736,2014-01-01 00:00:00,940,2205
7162,Michigan,1288,2014-01-01 00:00:00,4457,7420
7163,Minnesota,1107,2014-01-01 00:00:00,1855,4081
7164,Missouri,1073,2014-01-01 00:00:00,2383,5109
7165,Nebraska,575,2014-01-01 00:00:00,499,1374
7166,North Dakota,337,2014-01-01 00:00:00,140,687
7167,Ohio,1414,2014-01-01 00:00:00,3986,8517
7168,South Dakota,303,2014-01-01 00:00:00,148,571
7169,Wisconsin,1254,2014-01-01 00:00:00,1823,3905
7170,Alabama,1204,2014-01-01 00:00:00,1619,4728
7171,Arkansas,847,2014-01-01 00:00:00,1118,2715
7172,Kentucky,1251,2014-01-01 00:00:00,1360,3689
7173,Louisiana,858,2014-01-01 00:00:00,1831,3693
7174,Mississippi,988,2014-01-01 00:00:00,884,2995
7175,Oklahoma,951,2014-01-01 00:00:00,1559,3758
7176,Tennessee,1495,2014-01-01 00:00:00,2666,5644
7177,Texas,4065,2014-01-01 00:00:00,11454,19621
7178,Alaska,81,2014-01-01 00:00:00,123,307
7179,Arizona,1022,2014-01-01 00:00:00,2844,5016
7180,California,2803,2014-01-01 00:00:00,16704,23062
7181,Colorado,823,2014-01-01 00:00:00,2393,4028
7182,Hawaii,88,2014-01-01 00:00:00,424,844
7183,Idaho,364,2014-01-01 00:00:00,413,1198
7184,Montana,363,2014-01-01 00:00:00,115,715
7185,Nevada,270,2014-01-01 00:00:00,991,1854
7186,New Mexico,718,2014-01-01 00:00:00,705,2147
7187,Oregon,716,2014-01-01 00:00:00,1167,2499
7188,Utah,415,2014-01-01 00:00:00,1047,2064
7189,Washington,691,2014-01-01 00:00:00,2359,4035
7190,Wyoming,302,2014-01-01 00:00:00,127,636
7191,Connecticut,129,2014-02-01 00:00:00,1493,2087
7192,Maine,394,2014-02-01 00:00:00,188,998
7193,Massachusetts,182,2014-02-01 00:00:00,2998,4039
7194,New Hampshire,237,2014-02-01 00:00:00,411,903
7195,New Jersey,286,2014-02-01 00:00:00,3483,4905
7196,New York,914,2014-02-01 00:00:00,5059,8770
7197,Pennsylvania,1497,2014-02-01 00:00:00,3156,6281
7198,Rhode Island,42,2014-02-01 00:00:00,374,496
7199,Vermont,209,2014-02-01 00:00:00,86,535
7200,Delaware,113,2014-02-01 00:00:00,307,592
7201,District of Columbia,0,2014-02-01 00:00:00,177,246
7202,Florida,1844,2014-02-01 00:00:00,8016,15198
7203,Georgia,1734,2014-02-01 00:00:00,3781,8351
7204,Maryland,562,2014-02-01 00:00:00,2402,3711
7205,North Carolina,1322,2014-02-01 00:00:00,3433,7445
7206,South Carolina,1128,2014-02-01 00:00:00,1574,3705
7207,Virginia,1394,2014-02-01 00:00:00,2933,5527
7208,West Virginia,470,2014-02-01 00:00:00,436,1281
7209,Illinois,1333,2014-02-01 00:00:00,4459,7822
7210,Indiana,1010,2014-02-01 00:00:00,1998,4966
7211,Iowa,861,2014-02-01 00:00:00,657,2015
7212,Kansas,664,2014-02-01 00:00:00,899,2137
7213,Michigan,1261,2014-02-01 00:00:00,4016,6895
7214,Minnesota,1063,2014-02-01 00:00:00,1748,3850
7215,Missouri,1044,2014-02-01 00:00:00,2157,4692
7216,Nebraska,554,2014-02-01 00:00:00,479,1331
7217,North Dakota,361,2014-02-01 00:00:00,124,686
7218,Ohio,1387,2014-02-01 00:00:00,3956,8091
7219,South Dakota,318,2014-02-01 00:00:00,151,595
7220,Wisconsin,1208,2014-02-01 00:00:00,1716,3754
7221,Alabama,1202,2014-02-01 00:00:00,1668,4799
7222,Arkansas,774,2014-02-01 00:00:00,891,2340
7223,Kentucky,1166,2014-02-01 00:00:00,1121,3311
7224,Louisiana,761,2014-02-01 00:00:00,1547,3210
7225,Mississippi,1014,2014-02-01 00:00:00,823,2876
7226,Oklahoma,979,2014-02-01 00:00:00,1447,3621
7227,Tennessee,1280,2014-02-01 00:00:00,2621,5270
7228,Texas,3881,2014-02-01 00:00:00,11316,19376
7229,Alaska,80,2014-02-01 00:00:00,125,302
7230,Arizona,986,2014-02-01 00:00:00,2802,4911
7231,California,2777,2014-02-01 00:00:00,16135,22390
7232,Colorado,760,2014-02-01 00:00:00,2096,3555
7233,Hawaii,91,2014-02-01 00:00:00,306,665
7234,Idaho,346,2014-02-01 00:00:00,390,1143
